"AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma","npi"
109.179663657173,109.443399920909,143.731408567145,0.780502589163694,0.0174093156955666,0.776613584534759,0.207688546280636,0.218446169302447,"school.close.red"
102.910292968812,103.115046168081,133.143069765038,0.796236963290978,0.0309354534440453,0.789732234624418,0.206706698440842,0.217489941716048,"close.transport.red"
117.573827427927,117.904102657285,156.444540451645,0.781915173627444,0.0110845817397476,0.779470698559619,0.207886943185908,0.21871986260389,"restric.gather.red"
114.207940623468,114.412693822737,144.440717419693,0.775389211170116,0.127836419903461,0.742467131217492,0.21100256609374,0.221924224941042,"pop_denlog"
131.544466967336,131.948878732042,174.7341481048,0.784466767508992,0.0207474773240344,0.779900252999064,0.209487122304237,0.220353757065936,"pp.vac.100"
113.900546444382,114.105299643651,144.133323240607,0.780195502347046,0.0221010436397508,0.77522780219434,0.209348718224538,0.220139353247166,"ful.vac.100"
